"Conventional, Molecular, or Immunologic",MDL/ALOD/LOD,Below MDL,MDL units,Sample Volume,kingdom,class,order,family,genius,Animal common name,Animal Latin Name,,Free/captive,Pathogen name original,Pathogen rename,Pathogen,medium,Presence,Enumerated,Enum Stats,Censored Data,Presence/Absence,Total,percent,Individual Sample,Mean,Geometric mean,Standard deviation,Median,Min,Max,95% low,95% high,units,Notes,Notes,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Northern cardinal ,Richmondena cardinalis,,free,Salmonella paratyphi B,Salmonella enterica subsp. enterica serovar Paratyphi B,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Northern cardinal ,Richmondena cardinalis,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Northern cardinal ,,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,7,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Northern flicker,Colaptes auratus,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,2,,,,,,,,,,,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Northern goshawk,Accipiter gentilis,,captive,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,2,7,,,,,,,,,,,,Serotype data only exists for captive birds,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Northern goshawk,Accipiter gentilis,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,8,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Mammal,,,,Northern grasshopper mouse,Onychomys leucogaster,,free,Salmonella enterica,Salmonella enterica,Salmonella enterica (non-typhoid),feces,yes,no,,,ND,9,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Northern harrier,Circus cyaneus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Northern harrier,Circus cyaneus,,"originally free, in clinic for treatment",Salmonella,Salmonella,Salmonella,feces,yes,no,,,2,19,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,swab,Animal,Bird,,,,Northern harrier,Circus cyaneus,,"originally free, in clinic for treatment",Salmonella,Salmonella,Salmonella,feces,yes,no,,,2,19,,,,,,,,,,,, (Montevideo),,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Northern hawk owl,Surnia ulula,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Northern mockingbird,Mimus polyglottos,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,13,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,<=1g,Animal,Bird,,,,Northern mockingbird,Mimus polyglottos,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Northern pintail ,Anas acuta,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,8,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Northern rough-winged swallow,Stelgidopteryx serripennis,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,3,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,3 g,Animal,Bird,,,,Northern shoveler ,Anas clypeata,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,3,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Northern shoveler ,Anas clypeata,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,18,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Northern waterthrush,,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Northern wheatear,Oenanthe oenanthe,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Molecular,0.35x10^3 to 3.5x10^3 RNA copies or 3.5*10^7 after 40 cycles,NA,,NA,Animal,Mammal,,,,Norway rats,Rattus norvegicus,,free,Salmonella enterica,Salmonella enterica,Salmonella enterica (non-typhoid),fecal pellet,yes,no,,,2,133,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Nuttall's woodpecker,Picoides nuttallii,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,3,,,,,,,,,,,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Oak titmouse,Baeolophus inornatus,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,3,,,,,,,,,,,,,,,,,,,,,
Conventional,ND,ND,,1 g,Animal,Mammal,,,,Opossum,Didelthis marsupialias insularis,,free range,Salmonella spp.,Salmonella,Salmonella,"feces, cloacal swab",yes,no,,,5,17,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,<5 g,Animal,Mammal,,,,Opossum,,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,ND,12,,,,,,,,,,,,response to oil spill,"(Arizonae III; serogroup B, strain III 53:z4,z23, and Typhimurium; serogroup C1, 6,7:1,5, Thompson, and Ohio; serogroup D, Enteritidis; and serogroup E, Liverpool)",,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Orange crowned warbler,Oreothlypi scelata,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,5,,,,,,,,,,,,"Birds broken down by weather at a commercial ranch, or National wildife reserve",,,,,,,,,
Conventional,NA,NA,,swab,Animal,Mammal,,,,Ord's kangaroo rat ,Dipodomys ordii,,free,Salmonella enterica,Salmonella enterica,Salmonella enterica (non-typhoid),feces,yes,no,,,ND,26,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Osprey,Pandion haliaetus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,5,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Ovenbird,seiurus aruocapillus,,free,Salmonella albany,Salmonella enterica subsp. enterica serovar Albany,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Ovenbird,seiurus aruocapillus,,free,Salmonella paratyphi A,Salmonella enterica subsp. enterica serovar Paratyphi A,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Ovenbird,seiurus aruocapillus,,free,Salmonella paratyphi B,Salmonella enterica subsp. enterica serovar Paratyphi B,Salmonella enterica (non-typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,2 gram of intestines,Animal,Bird,,,,Ovenbird,seiurus aruocapillus,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),tissue intestines,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Insect,,Sarcophagidae,Oxysarcodexia,,Sarcophagidae Oxysarcodexia sp.,Oxysarcodexia (genus),free,Salmonella,Salmonella,Salmonella,flies ,yes,no,,,ND,56,,,3.1,,,,1,10,,,flies/pool,56,fly,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Pacific slope flycatcher,,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pacific slope flycatcher,Empidonax difficilis,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,16,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,<=1g,Animal,Bird,,,,Palm warbler,Dendroica palmarum palmarum,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Palm warbler,,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Insect,,,Paraphryssopoda,,Sarcophagidae Paraphryssopoda sp.,,free,Salmonella,Salmonella,Salmonella,flies ,yes,no,,,ND,1,,,1,,,,1,1,,,flies/pool,1,fly,,,,,,,,
Conventional,ND,ND,,1 g,Animal,Bird,,,Amazona,Orange-winged amazon,Amazona amazonica,,free range,Salmonella spp.,Salmonella,Salmonella,"feces, cloacal swab",yes,no,,,ND,6,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,Parrot,,,,"(Ara ararauna, Orthopsittaca manilata, Pionus menstruus, Amazona farinosa, Amazona ochrocephala)","(1 Scarlet Macaw, 3 Blueand-yellow Macaws, 1 Red-bellied Macaw, 8 Blue-headed Parrot, 11 Mealy Parrots, 1 Yellow-crowned Parrot",free,Salmonella,Salmonella,Salmonella,Cloacal swabs,yes,no,,,ND,25,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,Parrot,,,,,Pisittacines,?,Salmonella ,Salmonella,Salmonella,"tissue (liver, spleen)",yes,no,,,2,71,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,Parrot,,,,,Pisittacines,?,Salmonella albany,Salmonella enterica subsp. enterica serovar Albany,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,ND,71,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,Parrot,,,,,Pisittacines,?,Salmonella gallinarum,Salmonella enterica subsp. enterica serovar Gallinarum,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,1,71,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,Parrot,,,,,Pisittacines,?,Salmonella hadar,Salmonella enterica subsp. enterica serovar Hadar,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,ND,71,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,Parrot,,,,,Pisittacines,?,Salmonella infantis,Salmonella enterica subsp. enterica serovar Infantis,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,1,71,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,Parrot,,,,,Pisittacines,?,Salmonella infantis,Salmonella enterica subsp. enterica serovar Infantis,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,ND,71,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,Parrot,,,,,Pisittacines,?,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"tissue (liver, spleen)",yes,no,,,ND,71,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,Parrot,,,,,Pisittacines,?,Salmonella enteritidis,Salmonella entericaÿsubsp.ÿentericaÿserovar Enteritidis,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,ND,71,,,,,,,,,,,,,,,,,,,,,
Molecular,1000,half MDL,,200 mg,Animal,Bird,Parrot,,,,,Parrot (order),free,Salmonella spp.,Salmonella,Salmonella,feces,yes,yes,StatsnoND,no,2,10,,,,,,,7943.282347,12882.49552,4466.835922,14125.37545,gene copies /g feces,,3.9,,,,,,,3.9,0.15
Immunologic,NA,NA,,NA,Animal,Bird,,Passerellidae,,,Passer domesticus/zonotrichia albicollis,Passerellidae (family),free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),tissue intestines,yes,no,,,3,14,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,Passerine,,,,Unknown (Suspected Flycatcher),free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Insect,,Muscidae,Pentacricia,Pentacricia aldrichii,Muscidae P. aldrichii,,free,Salmonella,Salmonella,Salmonella,flies ,yes,no,,,5,107,0.049410446,,3.2,,,,1,11,,,flies/pool,107,fly,,,,,,,,
Conventional,NA,NA,,3 g,Animal,Bird,,,Falco,Peregrine falcons, Falco peregrinus,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,Falco,Peregrine falcons,Falco peregrinus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,2,69,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,Falco,Peregrine falcons,Falco peregrinus,,free,Salmonella amager,Salmonella enterica subsp. enterica serovar Amager,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,2,69,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,Falco,Peregrine falcons,Falco peregrinus,,captive,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,4,,,,,,,,,,,,Serotype data only exists for captive birds,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,Falco,Peregrine falcons,Falco peregrinus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,8,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Insect,,Blow Fly,Phaenicia,,Calliphoridae Phaenicia sp.,Phaenicia (genus),free,Salmonella,Salmonella,Salmonella,flies ,yes,no,,,1,109,0.009234879,,2.4,,,,1,11,,,flies/pool,109,fly,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Pied flycatcher,Ficedula hypoleuca,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pied flycatcher,Ficedula hypoleuca,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,ND,8,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pied stilt,Himantopus himantopu,,free,Salmonella spp.,Salmonella,Salmonella,"intestines tissue, intestines content",yes,no,,,ND,9,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Pied wagtail,Motacilla alba,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,58,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pied wagtail,Motacilla alba,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,10,,,,,,,,,,,,,,,,,,,,,
Conventional,ND,ND,,1 g,Animal,Bird,,,,Pigeon,Columba spp.,,free range,Salmonella spp.,Salmonella,Salmonella,"feces, cloacal swab",yes,no,,,ND,8,,,,,,,,,,,,,,,,,,,,,
Conventional,ND,ND,,1 g,Animal,Bird,,,,Pigeon,Columba livia,,captive,Salmonella spp.,Salmonella,Salmonella,"feces, cloacal swab",yes,no,,,ND,59,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp. ,Salmonella,Salmonella,cloacal swab,yes,no,,,6,400,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella south hampton,Salmonella enterica subsp. enterica serovar Southampton   ,Salmonella enterica (non-typhoid),cloacal swab,yes,no,,,1,400,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),cloacal swab,yes,no,,,4,400,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Pigeon,Columba livia f. domestica,,free,Salmonella typhimurium copenhagen biotype 27 hi,Salmonella enterica subsp. enterica serovar Typhimurium var. Copenhagen ,Salmonella enterica (typhoid),"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,2,432,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,domestic and stray,Salmonella,Salmonella,Salmonella,feces or rectal swab,yes,no,,,3,133,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,domestic and stray,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),feces or rectal swab,yes,no,,,3,133,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella,Salmonella,Salmonella,feces or cloacal swab,yes,no,,,2,35,,,,,,,,,,,,,  (Cerro and Kentucky),,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella cerro,Salmonella enterica subsp. enterica serovar Cerro,Salmonella enterica (non-typhoid),feces or cloacal swab,yes,no,,,1,35,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella kentucky,Salmonella enterica subsp. enterica serovar Kentucky   ,Salmonella enterica (non-typhoid),feces or cloacal swab,yes,no,,,1,35,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,0.1 ml,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,lung,yes,no,,,2,10,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,0.1 ml,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,feces from intestines,yes,no,,,10,126,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,0.1 ml,Animal,Bird,,,,Pigeon,Columba livia,,free,"Salmonella enterica enterica  4,12","Salmonella enterica subsp. enterica serovar 4,12",Salmonella enterica (non-typhoid),from posititve salmonella samples,yes,no,,,1,126,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,0.1 ml,Animal,Bird,,,,Pigeon,Columba livia,,free,"Salmonella enterica enterica 4,12,i","Salmonella enterica subsp. enterica serovar 4,12;i",Salmonella enterica (non-typhoid),from posititve salmonella samples,yes,no,,,1,126,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,0.1 ml,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),from posititve salmonella samples,yes,no,,,8,126,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pigeon,Columba livia domestica,,free,Salmonella ,Salmonella,Salmonella,cloacal swab,yes,no,,,6,293,,,,,,,,,,,,Birds treated with birth control,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,Columba livia domestica,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),cloacal swab,yes,no,,,1,293,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,3 g,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,21,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,18,,,,,,,,,,,,also did study on survival of pathogens in feces,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella enterica,Salmonella enterica,Salmonella enterica (non-typhoid),feces,yes,no,,,ND,3,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,?,Salmonella,Salmonella,Salmonella,"tissue (liver, spleen)",yes,no,,,53,618,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,?,Salmonella albany,Salmonella enterica subsp. enterica serovar Albany,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,1,618,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,?,Salmonella gallinarum,Salmonella enterica subsp. enterica serovar Gallinarum,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,2,618,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,?,Salmonella hadar,Salmonella enterica subsp. enterica serovar Hadar,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,2,618,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,?,Salmonella infantis,Salmonella enterica subsp. enterica serovar Infantis,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,ND,618,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,?,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"tissue (liver, spleen)",yes,no,,,40,618,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,?,Salmonella enteritidis,Salmonella entericaÿsubsp.ÿentericaÿserovar Enteritidis,Salmonella enterica (non-typhoid),"tissue (liver, spleen)",yes,no,,,6,618,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella,Salmonella,Salmonella,"composite blood, organs, intestines content",yes,no,,,4,96,,,,,,,,,,,,domestic pigeon is a subspecies of pidgeon,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,71,,,,,,,,,,,,,,,,,,,,,
Conventional,1 colony,NA,,NA,Animal,Bird,,,,Pigeon,,,free,Salmonella spp.,Salmonella,Salmonella,"intestines content, trapped and killed birds",yes,no,,,1,83,0.012,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,Pigeon,,,free,Salmonella untyped,Salmonella,Salmonella,"intestines content, trapped and killed birds",yes,no,,,ND,83,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,Pigeon,,,free,Salmonella meleagridis,Salmonella enterica subsp. enterica serovar Meleagridis   ,Salmonella enterica (non-typhoid),"intestines content, trapped and killed birds",yes,no,,,ND,83,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,Pigeon,,,free,Salmonella montevideo,Salmonella enterica subsp. enterica serovar Montevideo,Salmonella enterica (non-typhoid),"intestines content, trapped and killed birds",yes,no,,,ND,83,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,Pigeon,,,free,Salmonella muenster,Salmonella enterica subsp. enterica serovar Muenster   ,Salmonella enterica (non-typhoid),"intestines content, trapped and killed birds",yes,no,,,ND,83,,,,,,,,,,,,,,,,,,,,,
Immunologic,1 colony,NA,,NA,Animal,Bird,,,,Pigeon,,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),"intestines content, trapped and killed birds",yes,no,,,1,83,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,<=1g,Animal,Bird,,,,Pigeon,Columba livi,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,ND,144,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,3,72,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Pigeon,Columba livia,,free,"Salmonella enterica Typhimurium O:4,5,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,[5],12;i;-   ",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,1,2,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Pigeon,,,free,"Salmonella enterica Typhimurium O:4,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,10",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,10,10,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Pigeon,Columba livia,,free,"Salmonella enterica Typhimurium O:4,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,4",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,1,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,0.5-3 g,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,feces (dry and wet),yes,no,,,17,436,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,0.5-3 g,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,feces (dry and wet),yes,no,,,1,8,,,,,,,,,,,,, (Typhimurium),,,,,,,,
Conventional,NA,NA,,0.5-3 g,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,feces (dry and wet),yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,0.5-3 g,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,feces (dry and wet),yes,no,,,6,30,,,,,,,,,,,,, (Typhimurium),,,,,,,,
Conventional,NA,NA,,0.5-3 g,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,feces (dry and wet),yes,no,,,0,3,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,0.5-3 g,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,feces (dry and wet),yes,no,,,0,29,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,0.5-3 g,Animal,Bird,,,,Pigeon,Columba livia,,free,Salmonella spp.,Salmonella,Salmonella,feces (dry and wet),yes,no,,,1,16,,,,,,,,,,,,, (Typhimurium),,,,,,,,
