"Conventional, Molecular, or Immunologic",MDL/ALOD/LOD,Below MDL,MDL units,Sample Volume,kingdom,class,order,family,genius,Animal common name,Animal Latin Name,,Free/captive,Pathogen name original,Pathogen rename,Pathogen,medium,Presence,Enumerated,Enum Stats,Censored Data,Presence/Absence,Total,percent,Individual Sample,Mean,Geometric mean,Standard deviation,Median,Min,Max,95% low,95% high,units,Notes,Notes,CenMedianLow,CenMedianHigh,CenMinLow,CenMinHigh,CenMaxLow,CenMaxHigh,log10mean,log10SD
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian bullfinch,Pyrrhula pyrrhula,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,7,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,Eurasian bullfinch,Pyrrhula pyrrhula,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 14",Salmonella enterica (typhoid),cloacal swab,yes,no,,,8,281,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Eurasian bullfinch,Pyrrhula pyrrhula,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 15",Salmonella enterica (typhoid),"tissue (intestines), dead bird",yes,no,,,49,63,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian bullfinch,Pyrrhula pyrrhula,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,195,242,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Eurasian bullfinch,Pyrrhula pyrrhula,,free,"Salmonella enterica Typhimurium O:4,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,12   ",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,23,23,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Eurasian collared dove,Streptopelia decaocto,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,24,,,,,,,,,,,,also did study on survival of pathogens in feces,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Eurasian collared dove,Streptopelia decaocto,,free,Salmonella,Salmonella,Salmonella,feces and cloacal swab,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Eurasian collared dove,,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,ND,31,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,dead bird,Animal,Bird,,,,Eurasian collared dove,Streptopelia decaoacto,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue (liver, small intestines, crop, esophagus, lesions) , dead bird",yes,no,,,ND,16,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian collared dove,Streptopelia decaocto,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,ND,21,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,3 g,Animal,Bird,,,,Eurasian coot ,Fulica atra,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian eagle-owl,Bubo bubo,,captive,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,6,,,,,,,,,,,,Serotype data only exists for captive birds,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian eagle-owl,Bubo bubo,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,16,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian hobby,Falco subbteo,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,3,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian jackdaw,Corvus monedula,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian jay,Garrulus glandarius,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,20,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian jay,Garrulus glandarius,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian kingfisher,Alcedo atthis,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian magpie,Pica pica,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,6,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,dead bird,Animal,Bird,,,,Eurasian magpie,Pica pica,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue (liver, small intestines, crop, esophagus, lesions) , dead bird",yes,no,,,ND,4,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian magpie,Pica pica,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,Eurasian magpie,Pica pica,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 18",Salmonella enterica (typhoid),cloacal swab,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian magpie,Pica pica,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,1,40,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Eurasian magpie,Pica Pica,,free,"Salmonella enterica Typhimurium O:4,5,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,[5],12;i;-   ",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,1,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian nuthatch,Sitta europaea,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,3,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian nuthatch,Sitta europaea,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian nuthatch,Sitta europaea,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,2,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,Eurasian nuthatch,Sitta europaea,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 24",Salmonella enterica (typhoid),cloacal swab,yes,no,,,ND,20,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian reed warbler,Acrocephalus scirpaceus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,60,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian reed warbler,Acroceph. scirpaceus,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,10,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian scops owl,Otus scops,,captive,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,1,1,,,,,,,,,,,,Serotype data only exists for captive birds,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian scops owl,Otus scops,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,8,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,dead bird,Animal,Bird,,,,Eurasian siskin,Carduelis spinus,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue (liver, small intestines, crop, esophagus, lesions) , dead bird",yes,no,,,2,25,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian siskin,Carduelis spinus,,free,Salmonella typhimurium DT40,Salmonella enterica subsp. enterica serovar Typhimurium str. DT47,Salmonella enterica (typhoid),"dead bird, tissue instestines and liver",yes,no,,,ND,12,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian siskin,Carduelis spinus,,free,Salmonella typhimurium DT40,Salmonella enterica subsp. enterica serovar Typhimurium str. DT48,Salmonella enterica (typhoid),"dead bird, tissue instestines and liver",yes,no,,,ND,18,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Eurasian siskin,Carduelis spinus,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 2",Salmonella enterica (typhoid),"tissue (intestines), dead bird",yes,no,,,33,40,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,Eurasian siskin,Carduelis spinus,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 23",Salmonella enterica (typhoid),cloacal swab,yes,no,,,14,159,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian siskin,Carduelis spinus,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,52,69,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Eurasian siskin,Carduelis spinus,,free,"Salmonella enterica Typhimurium O:4,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,9",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,7,7,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,3 g,Animal,Bird,,,,Eurasian sparrowhawk,Accipiter nisus,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian sparrowhawk,Accipiter nisus,,captive,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,2,,,,,,,,,,,,Serotype data only exists for captive birds,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian sparrowhawk,Accipiter nisus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,1,15,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian teal,Anas crecca,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,7,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,3 g,Animal,Bird,,,,Eurasian teal,Anas crecca,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,22,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab,Animal,Bird,,,,Eurasian teal,Anas crecca,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,25,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian tree sparrow,Passer montanus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,83,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,Eurasian tree sparrow,Passer montanus,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Eurasian tree sparrow,Passer montanus,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian tree sparrow,Passer montanus,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,43,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,Eurasian tree sparrow,Passer montanus,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 31",Salmonella enterica (typhoid),cloacal swab,yes,no,,,ND,40,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,Eurasian tree sparrow,Passer montanus,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 6",Salmonella enterica (typhoid),"tissue (intestines), dead bird",yes,no,,,1,4,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,Eurasian tree sparrow,Passer montanus,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,3,6,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,Eurasian tree sparrow,Passer montanus,,free,"Salmonella enterica Typhimurium O:4,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,1",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,1,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,3 g,Animal,Bird,,,,Eurasian wigeon ,Anas penelope,,free,Salmonella spp.,Salmonella,Salmonella,feces,yes,no,,,0,11,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,Eurasian wryneck ,Jynx torquilla,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,3,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Reptile,,,,European adder,Vipera berus,,free,Salmonella spp.,Salmonella,Salmonella,cloacal swab,yes,no,,,8,23,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella enterica Diarizonae,Salmonella enterica subsp. diarizonae   ,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,, (1 serovars,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella enterica enterica,Salmonella enterica subsp. enterica,Salmonella enterica (non-typhoid),intestines content,yes,no,,,2,17,,,,,,,,,,,, (2 serovars),,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,"Salmonella Enterica 4,12:i","Salmonella enterica subsp. enterica serovar 4,12;i",Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella anatum,Salmonella enterica subsp. enterica serovar Anatum,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella derby,Salmonella enterica subsp. enterica serovar Derby,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella hessarek,Salmonella enterica subsp. enterica serovar Hessarek,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella Infantis,Salmonella enterica subsp. enterica serovar Infantis,Salmonella enterica (non-typhoid),intestines content,yes,no,,,1,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella livingstone,Salmonella enterica subsp. enterica serovar Livingstone,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella mbandaka,Salmonella enterica subsp. enterica serovar Mbandaka   ,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella muenchen,Salmonella enterica subsp. enterica serovar Muenchen,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella napoli,Salmonella enterica subsp. enterica serovar Napoli   ,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella ohio,Salmonella enterica subsp. enterica serovar Ohio   ,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella thompson,Salmonella enterica subsp. enterica serovar Thompson,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella typhimurium,Salmonella enterica subsp. enterica serovar Typhimurium,Salmonella enterica (typhoid),intestines content,yes,no,,,1,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella veneziana,Salmonella enterica subsp. enterica serovar Veneziana   ,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella enterica houtenae,Salmonella enterica subsp. houtenae   ,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Mammal,,,,European badger,Meles meles,,free,Salmonella enteritidis,Salmonella entericaÿsubsp.ÿentericaÿserovar Enteritidis,Salmonella enterica (non-typhoid),intestines content,yes,no,,,ND,17,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,European goldfinch,Carduelis carduelis,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,9,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,dead bird,Animal,Bird,,,,European goldfinch,Carduelis carduelis,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue (liver, small intestines, crop, esophagus, lesions) , dead bird",yes,no,,,1,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European goldfinch,Carduelis carduelis,,free,Salmonella typhimurium DT40,Salmonella enterica subsp. enterica serovar Typhimurium str. DT50,Salmonella enterica (typhoid),"dead bird, tissue instestines and liver",yes,no,,,ND,4,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European goldfinch,Carduelis carduelis,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,61,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,swab variable,Animal,Bird,,,,European green woodpecker,Picus viridis,,free,Salmonella spp.,Salmonella,Salmonella,Cloacal swab,yes,no,,,0,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,European greenfinch,Carduelis chloris,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,71,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,dead bird,Animal,Bird,,,,European greenfinch,Carduelis chloris,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue (liver, small intestines, crop, esophagus, lesions) , dead bird",yes,no,,,118,195,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European greenfinch,Carduelis chloris,,free,Salmonella typhimurium DT40,Salmonella enterica subsp. enterica serovar Typhimurium str. DT42,Salmonella enterica (typhoid),"dead bird, tissue instestines and liver",yes,no,,,49,71,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European greenfinch,Carduelis chloris,,free,Salmonella typhimurium DT40,Salmonella enterica subsp. enterica serovar Typhimurium str. DT44,Salmonella enterica (typhoid),"dead bird, tissue instestines and liver",yes,no,,,ND,2,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European greenfinch,Carduelis chloris,,free,Salmonella typhimurium DT40,Salmonella enterica subsp. enterica serovar Typhimurium str. DT46,Salmonella enterica (typhoid),"dead bird, tissue instestines and liver",yes,no,,,ND,12,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European greenfinch,Carduelis chloris,,free,Salmonella typhimurium DT40,Salmonella enterica subsp. enterica serovar Typhimurium str. DT52,Salmonella enterica (typhoid),"dead bird, tissue instestines and liver",yes,no,,,ND,7,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European greenfinch,Carduelis chloris,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,20,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European greenfinch,Carduelis chloris,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,57,71,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,NA,Animal,Bird,,,,European greenfinch,Carduelis chloris,,free,"Salmonella enterica Typhimurium O:4,12","Salmonella enterica subsp. enterica serovar Typhimurium var. monophasic 4,7",Salmonella enterica (typhoid),"Salmonella enterica isolates, dead birds",yes,no,,,5,5,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,European greenfinch ,Carduelis chloris,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 17",Salmonella enterica (typhoid),cloacal swab,yes,no,,,2,380,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,NA,Animal,Bird,,,,European greenfinch ,Carduelis chloris,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 34",Salmonella enterica (typhoid),"tissue (intestines), dead bird",yes,no,,,8,10,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European honey buzzard,Pernis apivorus,,free,Salmonella,Salmonella,Salmonella,cloacal swab,yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,European robin,Erithacus rubecula ,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,10,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,variable swab/tissue sample,Animal,Bird,,,,European robin,Erithacus rubecula ,,free,Salmonella spp.,Salmonella,Salmonella,"Cloacal swab,  small intestines content, small intestines, liver, spleen",yes,no,,,ND,3,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,dead bird,Animal,Bird,,,,European robin,Erithacus rubecula,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue (liver, small intestines, crop, esophagus, lesions) , dead bird",yes,no,,,ND,8,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European robin,Erithacus rubecula,,free,Salmonella,Salmonella,Salmonella,feces,yes,no,,,0,13,,,,,,,,,,,,,,,,,,,,,
Immunologic,NA,NA,,swab,Animal,Bird,,,,European robin,Erithacus rubecula,,free,"Salmonella typhimurium 4, 12: i : 1, 2","Salmonella enterica subsp. enterica serovar Typhimurium var. 4, 12; i ; 1, 30",Salmonella enterica (typhoid),cloacal swab,yes,no,,,ND,11,,,,,,,,,,,,,,,,,,,,,
Conventional,NA,NA,,NA,Animal,Bird,,,,European robin,Erithacus rubecula,,free,Salmonella spp.,Salmonella,Salmonella,"Tissue, dead bird",yes,no,,,ND,1,,,,,,,,,,,,,,,,,,,,,
Molecular,NA,NA,,swab,Animal,Bird,,,,European starling,Sturnus vulgaris,,free,Salmonella enterica,Salmonella enterica,Salmonella enterica (non-typhoid),GI tract contents,yes,no,,,10,51,,,,,,,,,,,,,,,,,,,,,
